Experiment	bias spectroscopy	
3.01667E-3	477.490E-12	282.420E-3	13.9275E-3	1.09057E+0	-10.6281E-9
3.00833E-3	475.408E-12	261.239E-3	9.68658E-3	1.09058E+0	-10.6281E-9
3.00000E-3	471.603E-12	260.089E-3	-10.3090E-3	1.09057E+0	-10.6281E-9
2.99167E-3	467.996E-12	303.692E-3	-46.5046E-3	1.09057E+0	-10.6281E-9
2.98333E-3	466.144E-12	342.348E-3	-54.0784E-3	1.09057E+0	-10.6281E-9
2.97500E-3	465.015E-12	359.316E-3	-56.9689E-3	1.09057E+0	-10.6281E-9
2.96667E-3	461.792E-12	335.243E-3	-39.3168E-3	1.09057E+0	-10.6281E-9
2.95833E-3	460.686E-12	357.626E-3	-35.8714E-3	1.09058E+0	-10.6281E-9
2.95000E-3	458.303E-12	333.339E-3	-74.7302E-3	1.09057E+0	-10.6281E-9
2.94167E-3	457.646E-12	304.561E-3	-47.9904E-3	1.09058E+0	-10.6281E-9
2.93333E-3	456.753E-12	281.342E-3	10.7272E-3	1.09058E+0	-10.6281E-9
2.92500E-3	457.463E-12	258.019E-3	33.8373E-3	1.09057E+0	-10.6281E-9
2.91667E-3	457.395E-12	225.859E-3	24.1516E-3	1.09058E+0	-10.6281E-9
2.90833E-3	457.686E-12	228.192E-3	36.2675E-3	1.09058E+0	-10.6281E-9
2.90000E-3	458.915E-12	249.736E-3	-13.4667E-3	1.09057E+0	-10.6281E-9
2.89167E-3	459.503E-12	216.486E-3	-23.7309E-3	1.09057E+0	-10.6281E-9
2.88333E-3	460.520E-12	162.352E-3	14.7611E-3	1.09058E+0	-10.6281E-9
2.87500E-3	459.139E-12	140.008E-3	35.4254E-3	1.09057E+0	-10.6281E-9
2.86667E-3	458.817E-12	173.570E-3	1.73035E-3	1.09057E+0	-10.6281E-9
2.85833E-3	458.289E-12	166.547E-3	-24.1764E-3	1.09057E+0	-10.6281E-9
2.85000E-3	456.646E-12	136.043E-3	-21.9490E-3	1.09058E+0	-10.6281E-9
2.84167E-3	455.807E-12	84.0374E-3	-3.75844E-3	1.09058E+0	-10.6281E-9
2.83333E-3	453.136E-12	102.015E-3	12.0610E-3	1.09057E+0	-10.6281E-9
2.82500E-3	450.724E-12	117.649E-3	9.47113E-3	1.09057E+0	-10.6281E-9
2.81667E-3	447.777E-12	82.7372E-3	41.2430E-3	1.09058E+0	-10.6281E-9
2.80833E-3	445.460E-12	74.3754E-3	78.2398E-3	1.09057E+0	-10.6281E-9
2.80000E-3	445.925E-12	142.026E-3	58.5514E-3	1.09057E+0	-10.6281E-9
2.79167E-3	444.576E-12	164.695E-3	-29.8172E-3	1.09057E+0	-10.6281E-9
2.78333E-3	443.644E-12	147.243E-3	-30.5609E-3	1.09057E+0	-10.6281E-9
2.77500E-3	441.499E-12	146.850E-3	-22.8591E-3	1.09057E+0	-10.6281E-9
2.76667E-3	442.367E-12	98.7683E-3	-20.1930E-3	1.09057E+0	-10.6281E-9
2.75833E-3	443.545E-12	90.1639E-3	5.15554E-3	1.09057E+0	-10.6281E-9
2.75000E-3	443.578E-12	139.480E-3	37.5053E-3	1.09057E+0	-10.6281E-9
2.74167E-3	443.857E-12	189.645E-3	2.83305E-3	1.09057E+0	-10.6281E-9
2.73333E-3	445.255E-12	177.898E-3	-24.1630E-3	1.09058E+0	-10.6281E-9
2.72500E-3	446.415E-12	204.008E-3	5.19989E-3	1.09058E+0	-10.6281E-9
2.71667E-3	445.674E-12	205.611E-3	-4.06179E-3	1.09057E+0	-10.6281E-9
2.70833E-3	444.666E-12	176.568E-3	-23.4782E-3	1.09058E+0	-10.6281E-9
2.70000E-3	445.175E-12	179.087E-3	-47.8917E-3	1.09058E+0	-10.6281E-9
2.69167E-3	444.224E-12	236.321E-3	-59.3086E-3	1.09057E+0	-10.6281E-9
2.68333E-3	443.719E-12	259.814E-3	-94.4084E-3	1.09058E+0	-10.6281E-9
2.67500E-3	441.947E-12	251.926E-3	-93.5759E-3	1.09057E+0	-10.6281E-9
2.66667E-3	441.656E-12	255.080E-3	-77.5810E-3	1.09057E+0	-10.6281E-9
2.65833E-3	439.923E-12	237.253E-3	-32.7569E-3	1.09058E+0	-10.6281E-9
2.65000E-3	437.156E-12	212.282E-3	-22.9326E-3	1.09057E+0	-10.6281E-9
2.64167E-3	435.337E-12	179.913E-3	-21.6130E-3	1.09057E+0	-10.6281E-9
2.63333E-3	434.055E-12	229.542E-3	-4.01357E-3	1.09058E+0	-10.6281E-9
2.62500E-3	433.271E-12	301.770E-3	6.00596E-3	1.09057E+0	-10.6281E-9
2.61667E-3	432.051E-12	355.843E-3	-3.89445E-3	1.09058E+0	-10.6281E-9
2.60833E-3	429.568E-12	315.774E-3	-14.2600E-3	1.09056E+0	-10.6281E-9
2.60000E-3	431.549E-12	279.181E-3	13.2905E-3	1.09058E+0	-10.6281E-9
2.59167E-3	431.977E-12	279.255E-3	23.9980E-3	1.09057E+0	-10.6281E-9
2.58333E-3	431.232E-12	255.734E-3	3.91602E-3	1.09058E+0	-10.6281E-9
2.57500E-3	428.222E-12	235.641E-3	-42.2004E-3	1.09058E+0	-10.6281E-9
2.56667E-3	427.920E-12	252.723E-3	-47.3852E-3	1.09058E+0	-10.6281E-9
2.55833E-3	428.776E-12	220.075E-3	-60.3762E-3	1.09058E+0	-10.6281E-9
2.55000E-3	428.334E-12	160.286E-3	-46.8019E-3	1.09057E+0	-10.6281E-9
2.54167E-3	429.134E-12	202.907E-3	-58.6346E-3	1.09057E+0	-10.6281E-9
2.53333E-3	428.841E-12	258.609E-3	-65.8678E-3	1.09058E+0	-10.6281E-9
2.52500E-3	429.692E-12	242.123E-3	-26.8283E-3	1.09057E+0	-10.6281E-9
2.51667E-3	429.016E-12	156.062E-3	26.8917E-3	1.09057E+0	-10.6281E-9
2.50833E-3	428.731E-12	151.004E-3	33.0347E-3	1.09058E+0	-10.6281E-9
2.50000E-3	427.512E-12	180.775E-3	-7.55351E-3	1.09059E+0	-10.6281E-9
2.49167E-3	425.246E-12	214.476E-3	-41.6795E-3	1.09059E+0	-10.6281E-9
2.48333E-3	424.809E-12	213.778E-3	-58.9754E-3	1.09057E+0	-10.6281E-9
2.47500E-3	423.444E-12	194.157E-3	-10.2746E-3	1.09058E+0	-10.6281E-9
2.46667E-3	420.832E-12	183.298E-3	18.5740E-3	1.09058E+0	-10.6281E-9
2.45833E-3	418.259E-12	197.784E-3	12.5156E-3	1.09059E+0	-10.6281E-9
2.45000E-3	416.693E-12	206.493E-3	10.0664E-3	1.09057E+0	-10.6281E-9
2.44167E-3	416.812E-12	229.145E-3	38.5925E-3	1.09058E+0	-10.6281E-9
2.43333E-3	415.814E-12	288.690E-3	3.04535E-3	1.09059E+0	-10.6281E-9
2.42500E-3	415.861E-12	272.904E-3	-13.4926E-3	1.09058E+0	-10.6281E-9
2.41667E-3	415.470E-12	279.748E-3	22.4453E-3	1.09058E+0	-10.6281E-9
2.40833E-3	412.763E-12	337.345E-3	61.3975E-3	1.09057E+0	-10.6281E-9
2.40000E-3	410.933E-12	385.607E-3	55.5442E-3	1.09057E+0	-10.6281E-9
2.39167E-3	409.545E-12	400.725E-3	19.5120E-3	1.09056E+0	-10.6281E-9
2.38333E-3	408.101E-12	451.433E-3	-20.0005E-3	1.09057E+0	-10.6281E-9
2.37500E-3	405.713E-12	488.463E-3	-44.0852E-3	1.09056E+0	-10.6281E-9
2.36667E-3	404.149E-12	546.085E-3	-29.1344E-3	1.09058E+0	-10.6281E-9
2.35833E-3	399.805E-12	604.545E-3	-56.6591E-3	1.09057E+0	-10.6281E-9
2.35000E-3	396.161E-12	675.609E-3	-41.0116E-3	1.09057E+0	-10.6281E-9
2.34167E-3	395.560E-12	766.817E-3	-865.988E-6	1.09057E+0	-10.6281E-9
2.33333E-3	393.252E-12	837.690E-3	21.0903E-3	1.09057E+0	-10.6281E-9
2.32500E-3	386.822E-12	892.766E-3	-41.2128E-3	1.09057E+0	-10.6281E-9
2.31667E-3	383.558E-12	925.208E-3	-79.7468E-3	1.09057E+0	-10.6281E-9
2.30833E-3	380.423E-12	980.271E-3	-44.3279E-3	1.09057E+0	-10.6281E-9
2.30000E-3	376.011E-12	1.03926E+0	-912.882E-6	1.09057E+0	-10.6281E-9
2.29167E-3	371.681E-12	1.10389E+0	-8.89587E-3	1.09059E+0	-10.6281E-9
2.28333E-3	368.025E-12	1.09129E+0	-9.36635E-3	1.09058E+0	-10.6281E-9
2.27500E-3	363.089E-12	1.07406E+0	21.5588E-3	1.09058E+0	-10.6281E-9
2.26667E-3	357.565E-12	1.07363E+0	12.2573E-3	1.09058E+0	-10.6281E-9
2.25833E-3	353.314E-12	1.09345E+0	-10.2560E-3	1.09057E+0	-10.6281E-9
2.25000E-3	347.774E-12	1.08016E+0	-24.5531E-3	1.09058E+0	-10.6281E-9
2.24167E-3	344.921E-12	1.08341E+0	-9.27907E-3	1.09057E+0	-10.6281E-9
2.23333E-3	340.561E-12	1.08483E+0	-48.8691E-3	1.09057E+0	-10.6281E-9
2.22500E-3	336.390E-12	1.05309E+0	-65.7046E-3	1.09057E+0	-10.6281E-9
2.21667E-3	331.830E-12	1.03563E+0	-49.9006E-3	1.09058E+0	-10.6281E-9
2.20833E-3	326.213E-12	1.04069E+0	4.19037E-3	1.09057E+0	-10.6281E-9
2.20000E-3	322.528E-12	1.04674E+0	-7.23897E-3	1.09058E+0	-10.6281E-9
2.19167E-3	322.365E-12	979.831E-3	-35.5079E-3	1.09058E+0	-10.6281E-9
2.18333E-3	322.150E-12	941.450E-3	-19.3359E-3	1.09057E+0	-10.6281E-9
2.17500E-3	319.831E-12	909.352E-3	-7.42788E-3	1.09059E+0	-10.6281E-9
2.16667E-3	316.395E-12	905.020E-3	-32.0971E-3	1.09058E+0	-10.6281E-9
2.15833E-3	313.836E-12	882.056E-3	-48.3681E-3	1.09058E+0	-10.6281E-9
2.15000E-3	311.149E-12	890.722E-3	-28.2498E-3	1.09058E+0	-10.6281E-9
2.14167E-3	308.637E-12	881.428E-3	-31.3188E-3	1.09058E+0	-10.6281E-9
2.13333E-3	302.601E-12	836.542E-3	4.30959E-3	1.09058E+0	-10.6281E-9
2.12500E-3	299.750E-12	799.314E-3	19.2314E-3	1.09058E+0	-10.6281E-9
2.11667E-3	295.089E-12	800.359E-3	35.6918E-3	1.09058E+0	-10.6281E-9
2.10833E-3	292.282E-12	793.299E-3	21.2279E-3	1.09057E+0	-10.6281E-9
2.10000E-3	289.885E-12	748.665E-3	29.4313E-3	1.09058E+0	-10.6281E-9
2.09167E-3	287.955E-12	732.867E-3	11.2811E-3	1.09058E+0	-10.6281E-9
2.08333E-3	284.304E-12	742.787E-3	-3.94002E-3	1.09058E+0	-10.6281E-9
2.07500E-3	281.022E-12	776.324E-3	-38.5894E-3	1.09057E+0	-10.6281E-9
2.06667E-3	278.063E-12	717.599E-3	-44.5668E-3	1.09057E+0	-10.6281E-9
2.05833E-3	275.136E-12	700.934E-3	3.59589E-3	1.09057E+0	-10.6281E-9
2.05000E-3	273.194E-12	721.170E-3	22.3042E-3	1.09057E+0	-10.6281E-9
2.04167E-3	270.146E-12	741.809E-3	9.54987E-3	1.09058E+0	-10.6281E-9
2.03333E-3	267.772E-12	713.884E-3	-20.3873E-3	1.09058E+0	-10.6281E-9
2.02500E-3	265.457E-12	733.408E-3	-7.20510E-3	1.09057E+0	-10.6281E-9
2.01667E-3	263.621E-12	797.162E-3	-40.5356E-3	1.09057E+0	-10.6281E-9
2.00833E-3	259.612E-12	859.794E-3	-47.6841E-3	1.09057E+0	-10.6281E-9
2.00000E-3	255.364E-12	966.347E-3	-35.4971E-3	1.09058E+0	-10.6281E-9
1.99167E-3	250.975E-12	1.13725E+0	-2.14864E-3	1.09057E+0	-10.6281E-9
1.98333E-3	244.583E-12	1.35414E+0	-38.0347E-3	1.09058E+0	-10.6281E-9
1.97500E-3	235.568E-12	1.52743E+0	-67.2336E-3	1.09058E+0	-10.6281E-9
1.96667E-3	227.573E-12	1.70909E+0	-58.7709E-3	1.09057E+0	-10.6281E-9
1.95833E-3	220.287E-12	1.90859E+0	-29.2614E-3	1.09057E+0	-10.6281E-9
1.95000E-3	211.271E-12	2.15869E+0	-52.3425E-3	1.09058E+0	-10.6281E-9
1.94167E-3	202.772E-12	2.33712E+0	-96.5038E-3	1.09058E+0	-10.6281E-9
1.93333E-3	189.949E-12	2.53791E+0	-71.9923E-3	1.09058E+0	-10.6281E-9
1.92500E-3	178.391E-12	2.76848E+0	-45.6153E-3	1.09057E+0	-10.6281E-9
1.91667E-3	164.038E-12	3.03447E+0	-42.0713E-3	1.09058E+0	-10.6281E-9
1.90833E-3	149.091E-12	3.28054E+0	-85.0578E-3	1.09059E+0	-10.6281E-9
1.90000E-3	138.208E-12	3.54399E+0	-50.8449E-3	1.09058E+0	-10.6281E-9
1.89167E-3	126.604E-12	3.78813E+0	-61.2239E-3	1.09057E+0	-10.6281E-9
1.88333E-3	111.879E-12	3.84495E+0	-102.808E-3	1.09057E+0	-10.6281E-9
1.87500E-3	100.674E-12	3.64294E+0	-118.008E-3	1.09057E+0	-10.6281E-9
1.86667E-3	94.1451E-12	3.24828E+0	-24.8953E-3	1.09058E+0	-10.6281E-9
1.85833E-3	88.0377E-12	2.77239E+0	-8.09916E-3	1.09056E+0	-10.6281E-9
1.85000E-3	84.0564E-12	2.12826E+0	-25.0713E-3	1.09058E+0	-10.6281E-9
1.84167E-3	81.6559E-12	1.48623E+0	-10.0021E-3	1.09059E+0	-10.6281E-9
1.83333E-3	80.5827E-12	915.491E-3	4.94385E-3	1.09058E+0	-10.6281E-9
1.82500E-3	80.0533E-12	521.748E-3	10.8647E-3	1.09057E+0	-10.6281E-9
1.81667E-3	80.2684E-12	193.932E-3	-12.3505E-3	1.09058E+0	-10.6281E-9
1.80833E-3	81.1788E-12	-25.6995E-3	-1.01084E-3	1.09057E+0	-10.6281E-9
1.80000E-3	82.3084E-12	-193.430E-3	-30.1461E-3	1.09058E+0	-10.6281E-9
1.79167E-3	83.5166E-12	-311.087E-3	-8.70494E-3	1.09057E+0	-10.6281E-9
1.78333E-3	84.9803E-12	-385.616E-3	-12.2846E-3	1.09057E+0	-10.6281E-9
1.77500E-3	86.5113E-12	-440.292E-3	12.7756E-3	1.09057E+0	-10.6281E-9
1.76667E-3	87.7527E-12	-449.803E-3	-13.7849E-3	1.09058E+0	-10.6281E-9
1.75833E-3	88.8835E-12	-443.643E-3	-15.9056E-3	1.09058E+0	-10.6281E-9
1.75000E-3	89.1690E-12	-333.948E-3	-19.3294E-3	1.09057E+0	-10.6281E-9
1.74167E-3	88.7886E-12	-201.239E-3	-9.67845E-3	1.09057E+0	-10.6281E-9
1.73333E-3	87.5402E-12	-2.89195E-3	-9.70418E-3	1.09058E+0	-10.6281E-9
1.72500E-3	85.8712E-12	174.771E-3	-24.9283E-3	1.09057E+0	-10.6281E-9
1.71667E-3	83.5964E-12	379.583E-3	-22.4991E-3	1.09057E+0	-10.6281E-9
1.70833E-3	81.7064E-12	526.087E-3	-17.8992E-3	1.09057E+0	-10.6281E-9
1.70000E-3	80.2235E-12	632.691E-3	6.40747E-3	1.09057E+0	-10.6281E-9
1.69167E-3	78.3941E-12	626.563E-3	-26.7850E-3	1.09057E+0	-10.6281E-9
1.68333E-3	77.4234E-12	540.748E-3	-13.7497E-3	1.09058E+0	-10.6281E-9
1.67500E-3	76.7437E-12	410.373E-3	-13.9690E-3	1.09056E+0	-10.6281E-9
1.66667E-3	75.8940E-12	265.485E-3	3.00100E-3	1.09057E+0	-10.6281E-9
1.65833E-3	75.4466E-12	152.760E-3	-24.4586E-3	1.09058E+0	-10.6281E-9
1.65000E-3	75.2103E-12	58.6500E-3	-8.87858E-3	1.09057E+0	-10.6281E-9
1.64167E-3	74.6703E-12	62.7296E-3	-14.8970E-3	1.09058E+0	-10.6281E-9
1.63333E-3	73.3323E-12	85.8737E-3	-23.9096E-3	1.09058E+0	-10.6281E-9
1.62500E-3	71.5275E-12	166.890E-3	-29.4415E-3	1.09057E+0	-10.6281E-9
1.61667E-3	70.0590E-12	246.917E-3	-18.9691E-3	1.09057E+0	-10.6281E-9
1.60833E-3	68.6554E-12	389.796E-3	-1.83553E-3	1.09057E+0	-10.6281E-9
1.60000E-3	66.4806E-12	476.935E-3	-24.5042E-3	1.09058E+0	-10.6281E-9
1.59167E-3	64.8952E-12	503.752E-3	-17.5503E-3	1.09057E+0	-10.6281E-9
1.58333E-3	64.2519E-12	451.902E-3	-5.37445E-3	1.09057E+0	-10.6281E-9
1.57500E-3	64.1944E-12	373.063E-3	30.4336E-3	1.09056E+0	-10.6281E-9
1.56667E-3	63.8844E-12	248.471E-3	-8.75692E-3	1.09058E+0	-10.6281E-9
1.55833E-3	63.7121E-12	115.095E-3	-14.7151E-3	1.09057E+0	-10.6281E-9
1.55000E-3	63.8675E-12	46.7155E-3	-18.7069E-3	1.09057E+0	-10.6281E-9
1.54167E-3	63.9926E-12	15.0879E-3	3.67940E-3	1.09057E+0	-10.6281E-9
1.53333E-3	63.9264E-12	25.3503E-3	-7.18099E-3	1.09057E+0	-10.6281E-9
1.52500E-3	63.6773E-12	-5.41473E-3	-1.30442E-3	1.09059E+0	-10.6281E-9
1.51667E-3	63.5173E-12	10.0432E-3	-3.31431E-3	1.09058E+0	-10.6281E-9
1.50833E-3	62.7259E-12	30.8067E-3	-7.99499E-3	1.09057E+0	-10.6281E-9
1.50000E-3	60.5822E-12	132.090E-3	-4.36371E-3	1.09058E+0	-10.6281E-9
1.49167E-3	57.1276E-12	301.036E-3	-10.5754E-3	1.09056E+0	-10.6281E-9
1.48333E-3	53.2564E-12	600.109E-3	-2.59837E-3	1.09057E+0	-10.6281E-9
1.47500E-3	47.9329E-12	939.213E-3	-42.8681E-3	1.09058E+0	-10.6281E-9
1.46667E-3	40.9822E-12	1.26074E+0	-50.8488E-3	1.09058E+0	-10.6281E-9
1.45833E-3	35.6043E-12	1.49436E+0	-42.5963E-3	1.09057E+0	-10.6281E-9
1.45000E-3	31.4050E-12	1.61817E+0	6.40391E-3	1.09058E+0	-10.6281E-9
1.44167E-3	26.5737E-12	1.58952E+0	-8.08960E-3	1.09057E+0	-10.6281E-9
1.43333E-3	22.2754E-12	1.38734E+0	-3.51908E-3	1.09057E+0	-10.6281E-9
1.42500E-3	20.1530E-12	1.12648E+0	-4.82768E-3	1.09058E+0	-10.6281E-9
1.41667E-3	18.6090E-12	836.800E-3	8.97461E-3	1.09058E+0	-10.6281E-9
1.40833E-3	17.0499E-12	611.422E-3	-7.60529E-3	1.09058E+0	-10.6281E-9
1.40000E-3	16.0224E-12	414.846E-3	-12.9731E-3	1.09057E+0	-10.6281E-9
1.39167E-3	15.5533E-12	315.641E-3	-7.01894E-3	1.09057E+0	-10.6281E-9
1.38333E-3	14.8542E-12	229.392E-3	-20.3433E-3	1.09059E+0	-10.6281E-9
1.37500E-3	14.2584E-12	193.928E-3	-12.7913E-3	1.09059E+0	-10.6281E-9
1.36667E-3	13.9362E-12	145.157E-3	-18.1429E-3	1.09058E+0	-10.6281E-9
1.35833E-3	13.6446E-12	115.075E-3	8.95406E-3	1.09059E+0	-10.6281E-9
1.35000E-3	13.5089E-12	86.6675E-3	-8.14280E-3	1.09058E+0	-10.6281E-9
1.34167E-3	13.2965E-12	69.2086E-3	-3.34574E-3	1.09058E+0	-10.6281E-9
1.33333E-3	13.1960E-12	59.4616E-3	-22.9332E-3	1.09058E+0	-10.6281E-9
1.32500E-3	13.1969E-12	24.0951E-3	-8.86525E-3	1.09059E+0	-10.6281E-9
1.31667E-3	13.3217E-12	6.82332E-3	-16.3642E-3	1.09058E+0	-10.6281E-9
1.30833E-3	13.3676E-12	-28.6941E-3	-4.13849E-3	1.09058E+0	-10.6281E-9
1.30000E-3	13.7616E-12	-34.8037E-3	-5.41412E-3	1.09058E+0	-10.6281E-9
1.29167E-3	14.1072E-12	-66.4445E-3	-3.96840E-3	1.09057E+0	-10.6281E-9
1.28333E-3	14.5666E-12	-65.1578E-3	2.62756E-3	1.09057E+0	-10.6281E-9
1.27500E-3	14.9542E-12	-94.0308E-3	-3.56913E-3	1.09058E+0	-10.6281E-9
1.26667E-3	15.3365E-12	-94.0907E-3	-2.25911E-3	1.09058E+0	-10.6281E-9
1.25833E-3	15.8261E-12	-114.396E-3	-18.7629E-3	1.09058E+0	-10.6281E-9
1.25000E-3	16.4470E-12	-123.104E-3	-2.64211E-3	1.09058E+0	-10.6281E-9
1.24167E-3	16.9543E-12	-138.170E-3	-5.65135E-3	1.09059E+0	-10.6281E-9
1.23333E-3	17.3817E-12	-147.304E-3	24.2667E-3	1.09058E+0	-10.6281E-9
1.22500E-3	17.7338E-12	-140.926E-3	11.4067E-3	1.09057E+0	-10.6281E-9
1.21667E-3	17.8343E-12	-129.782E-3	12.7255E-3	1.09058E+0	-10.6281E-9
1.20833E-3	17.6445E-12	-80.6956E-3	-5.10651E-3	1.09057E+0	-10.6281E-9
1.20000E-3	17.2238E-12	-29.9577E-3	-9.48903E-3	1.09058E+0	-10.6281E-9
1.19167E-3	16.5989E-12	62.2535E-3	-17.7325E-3	1.09057E+0	-10.6281E-9
1.18333E-3	15.0160E-12	144.630E-3	-7.84831E-3	1.09057E+0	-10.6281E-9
1.17500E-3	13.3160E-12	269.261E-3	-1.52405E-3	1.09058E+0	-10.6281E-9
1.16667E-3	12.1333E-12	362.662E-3	-4.51508E-3	1.09057E+0	-10.6281E-9
1.15833E-3	10.5805E-12	436.207E-3	2.43215E-3	1.09058E+0	-10.6281E-9
1.15000E-3	8.62879E-12	426.291E-3	-11.8850E-3	1.09057E+0	-10.6281E-9
1.14167E-3	7.88254E-12	376.362E-3	-4.63013E-3	1.09058E+0	-10.6281E-9
1.13333E-3	7.34960E-12	296.385E-3	-9.69432E-3	1.09058E+0	-10.6281E-9
1.12500E-3	6.79743E-12	215.897E-3	10.4117E-3	1.09058E+0	-10.6281E-9
1.11667E-3	6.13042E-12	148.298E-3	-6.76809E-3	1.09057E+0	-10.6281E-9
1.10833E-3	5.72311E-12	111.752E-3	1.71712E-3	1.09058E+0	-10.6281E-9
1.10000E-3	5.35721E-12	114.302E-3	-10.1823E-3	1.09058E+0	-10.6281E-9
1.09167E-3	4.71766E-12	109.381E-3	-4.65088E-3	1.09059E+0	-10.6281E-9
1.08333E-3	4.17933E-12	131.268E-3	-4.39850E-3	1.09060E+0	-10.6281E-9
1.07500E-3	3.85676E-12	121.387E-3	5.83303E-3	1.09058E+0	-10.6281E-9
1.06667E-3	3.54345E-12	124.743E-3	4.46696E-3	1.09058E+0	-10.6281E-9
1.05833E-3	3.15587E-12	98.9385E-3	-6.18398E-3	1.09058E+0	-10.6281E-9
1.05000E-3	2.82567E-12	92.8153E-3	-1.78355E-3	1.09057E+0	-10.6281E-9
1.04167E-3	2.69608E-12	73.8396E-3	-15.4508E-3	1.09057E+0	-10.6281E-9
1.03333E-3	2.42101E-12	78.1090E-3	-12.2673E-3	1.09058E+0	-10.6281E-9
1.02500E-3	2.17087E-12	67.3559E-3	-21.5271E-3	1.09058E+0	-10.6281E-9
1.01667E-3	1.84423E-12	58.8096E-3	-9.45577E-3	1.09058E+0	-10.6281E-9
1.00833E-3	1.74088E-12	55.4631E-3	-24.1367E-3	1.09058E+0	-10.6281E-9
1.00000E-3	1.60538E-12	53.5436E-3	-18.5123E-3	1.09057E+0	-10.6281E-9
991.667E-6	1.43407E-12	55.5826E-3	-26.2062E-3	1.09057E+0	-10.6281E-9
983.333E-6	1.28840E-12	32.5804E-3	-5.23905E-3	1.09058E+0	-10.6281E-9
975.000E-6	1.25727E-12	31.6039E-3	-540.263E-6	1.09058E+0	-10.6281E-9
966.667E-6	1.20387E-12	19.2439E-3	2.52024E-3	1.09057E+0	-10.6281E-9
958.333E-6	1.02982E-12	31.2072E-3	-5.00712E-3	1.09057E+0	-10.6281E-9
950.000E-6	986.684E-15	21.0331E-3	-7.03654E-3	1.09058E+0	-10.6281E-9
941.667E-6	981.394E-15	31.9824E-3	3.69934E-3	1.09058E+0	-10.6281E-9
933.333E-6	859.935E-15	16.0562E-3	-2.38922E-3	1.09059E+0	-10.6281E-9
925.000E-6	700.531E-15	16.0968E-3	1.02041E-3	1.09058E+0	-10.6281E-9
916.667E-6	718.740E-15	16.4651E-3	-17.1667E-3	1.09059E+0	-10.6281E-9
908.333E-6	670.522E-15	23.4680E-3	-10.2317E-3	1.09058E+0	-10.6281E-9
900.000E-6	594.228E-15	28.8257E-3	-18.8109E-3	1.09058E+0	-10.6281E-9
891.667E-6	476.634E-15	26.5744E-3	-1.55609E-3	1.09058E+0	-10.6281E-9
883.333E-6	481.923E-15	21.8344E-3	763.245E-6	1.09059E+0	-10.6281E-9
875.000E-6	533.803E-15	4.18518E-3	11.9402E-3	1.09058E+0	-10.6281E-9
866.667E-6	448.354E-15	3.92436E-3	3.18583E-3	1.09058E+0	-10.6281E-9
858.333E-6	423.330E-15	-11.8953E-3	5.09613E-3	1.09058E+0	-10.6281E-9
850.000E-6	496.775E-15	-5.56152E-3	896.505E-6	1.09057E+0	-10.6281E-9
841.667E-6	515.086E-15	-14.0399E-3	-3.33333E-3	1.09058E+0	-10.6281E-9
833.333E-6	486.094E-15	-171.102E-6	922.343E-6	1.09057E+0	-10.6281E-9
825.000E-6	528.412E-15	-12.5081E-3	-10.4495E-3	1.09058E+0	-10.6281E-9
816.667E-6	524.038E-15	-13.2656E-3	-7.11955E-3	1.09057E+0	-10.6281E-9
808.333E-6	604.095E-15	-16.9099E-3	-12.7084E-3	1.09058E+0	-10.6281E-9
800.000E-6	532.074E-15	-9.37958E-3	-8.84888E-3	1.09057E+0	-10.6281E-9
791.667E-6	522.817E-15	-1.67562E-3	-24.0426E-3	1.09058E+0	-10.6281E-9
783.333E-6	549.266E-15	290.426E-6	-9.34397E-3	1.09058E+0	-10.6281E-9
775.000E-6	553.029E-15	-183.105E-6	-7.84922E-3	1.09058E+0	-10.6281E-9
766.667E-6	458.527E-15	-11.7051E-3	1.80522E-3	1.09058E+0	-10.6281E-9
758.333E-6	406.138E-15	1.22437E-3	-7.29930E-3	1.09058E+0	-10.6281E-9
750.000E-6	500.844E-15	6.70970E-3	-7.49736E-3	1.09057E+0	-10.6281E-9
741.667E-6	407.664E-15	22.5741E-3	-6.88487E-3	1.09058E+0	-10.6281E-9
733.333E-6	279.999E-15	15.5773E-3	-2.50926E-3	1.09058E+0	-10.6281E-9
725.000E-6	298.208E-15	19.4161E-3	-630.493E-6	1.09057E+0	-10.6281E-9
716.667E-6	378.062E-15	4.76125E-3	-11.8283E-3	1.09057E+0	-10.6281E-9
708.333E-6	324.554E-15	6.75171E-3	-5.55339E-3	1.09059E+0	-10.6281E-9
700.000E-6	236.867E-15	-2.85105E-3	-4.70032E-3	1.09058E+0	-10.6281E-9
691.667E-6	239.919E-15	-4.30735E-3	3.61877E-3	1.09058E+0	-10.6281E-9
683.333E-6	280.507E-15	1.13729E-3	-9.65769E-3	1.09057E+0	-10.6281E-9
675.000E-6	273.387E-15	9.79004E-3	-5.56895E-3	1.09058E+0	-10.6281E-9
666.667E-6	147.044E-15	19.9764E-3	-18.6249E-3	1.09058E+0	-10.6281E-9
658.333E-6	190.277E-15	21.3553E-3	-17.1599E-3	1.09058E+0	-10.6281E-9
650.000E-6	189.260E-15	25.6031E-3	-13.7405E-3	1.09058E+0	-10.6281E-9
641.667E-6	132.294E-15	7.54364E-3	3.20353E-3	1.09058E+0	-10.6281E-9
633.333E-6	151.520E-15	9.57631E-3	4.49310E-3	1.09058E+0	-10.6281E-9
625.000E-6	158.030E-15	4.65108E-3	3.49284E-3	1.09058E+0	-10.6281E-9
