--	pristine	30 min	60 min
501.86	539.039705786205	593.45	635.55
502.13	549.869457339	582.63	621.13
502.41	559.708780647271	580.63	620.01
502.68	568.192039882315	574.72	612.19
502.96	575.870817260543	574.22	612.32
503.23	581.296407322655	567.06	602.4
503.5	583.608921216084	568.04	602.88
503.78	580.871840470742	567.18	598.89
504.05	570.018996404054	571.03	604.32
504.33	552.828558352403	574.82	609.89
504.6	538.984249754822	581.34	618.95
504.87	528.909643674404	574.33	607.89
505.15	517.663128473358	584.44	619.94
505.42	513.325269695979	583.86	618.03
505.7	518.778434128801	576.34	609.24
505.97	524.126668846028	573.36	605.02
506.24	522.989921542988	581.27	614.78
506.52	519.873978424322	590.97	627.62
506.79	524.065949656751	592.96	629.17
507.07	542.440758417784	592.01	624.39
507.34	569.50960771494	574.81	599.62
507.61	587.58926119647	572.56	597.26
507.89	592.922023537104	579.99	606.3
508.16	592.445377574371	584.46	611.8
508.43	589.492566198104	591.06	621.28
508.71	588.842546583851	596.6	628.34
508.98	588.245187969925	593.63	623.62
509.25	581.171150702844	603.21	640.31
509.53	571.736191565871	610.32	651.5
509.8	564.718205295849	611.02	656.52
510.07	559.116109839817	612.53	656.32
510.35	555.845001634521	613.49	657.5
510.62	554.723759398496	612.9	657.5
510.9	556.429584831644	620.41	669.34
511.17	564.456165413534	618.81	669.08
511.44	576.468986596927	613.86	661.1
511.72	584.584007845701	603.4	646.7
511.99	588.721922196797	605.17	646.4
512.26	595.4355116051	593.68	632.26
512.54	602.961255312194	588.15	627.12
512.81	604.707090552468	586.73	628.66
513.08	597.157254004577	586.72	627.26
513.35	581.344413206931	591.64	636.43
513.63	561.974936253678	594.14	637.57
513.9	547.058891794704	603.27	650.1
514.17	541.142422360249	595.54	642.75
514.45	537.121274926447	601.26	648.96
514.72	533.086302713305	604.75	651.03
514.99	534.106829029095	603.53	648.49
515.27	534.240670153645	598.26	642.74
515.54	531.353517489376	614.26	662.91
515.81	538.541297809742	612.92	659.64
516.09	553.011758744688	601.26	645.29
516.36	567.894838182413	606.14	651.9
516.63	589.644128800262	590.8	629.62
516.9	608.423389996731	584.03	622.33
517.18	611.177767244198	583.85	624.44
517.45	606.566923831318	594.39	639.87
517.72	602.766999019288	590.23	633.41
517.99	593.310134030729	604.22	644.13
518.27	577.801405688134	616.27	660.26
518.54	562.075008172606	632.3	683.28
518.81	553.707518796993	651.81	710.05
519.09	557.244334749919	648.08	707.37
519.36	569.07506047728	647.98	710.83
519.63	584.321297809742	637.33	695.06
519.9	592.433066361556	636.33	690.88
520.18	594.977015364499	641.93	704.94
520.45	603.937678980059	637.14	697.31
520.72	614.47724419745	625.21	680.7
520.99	621.776155606408	623.69	674.01
521.27	626.172399476954	608.92	652.4
521.54	622.884805491991	618.57	667.93
521.81	616.331261850278	624.06	676.12
522.08	614.876786531547	630.46	683.59
522.36	613.801225890814	628.69	683.5
522.63	605.671765282772	640.68	696.85
522.9	593.979823471723	643.32	697.83
523.17	581.802526969598	641.93	693.92
523.44	568.475851585486	645.53	699.52
523.72	559.808842759072	636.54	690.35
523.99	558.552929061785	624.71	670.35
524.26	563.305576985944	615.58	659.22
524.53	572.004524354364	608.43	647.66
524.81	579.934233409611	602.94	638.36
525.08	579.480245178163	596.41	627.89
525.35	567.722625040863	612.41	651.2
525.62	565.406260215757	624.95	663.37
525.89	575.635223929389	604.26	630.8
526.17	574.796763648251	621.11	656.41
526.44	565.108875449494	627.56	665.11
526.71	560.692105263158	637.09	678.22
526.98	561.044645308925	619.68	656.19
527.25	562.276560967637	621.82	656.26
527.53	564.94034651847	611.95	639.85
527.8	564.276413860739	614.11	639.36
528.07	559.613305001635	622.46	647.48
528.34	559.591346845375	622.16	649.42
528.61	563.655907159203	620.78	647.28
528.88	567.648139915005	623.33	652.99
529.16	572.75451781628	619.97	648.58
529.43	576.171033017326	610.1	638.56
529.7	574.843340961099	608.91	637.65
529.97	568.722242562929	601.05	623.59
530.24	559.553200392285	615.8	643.25
530.51	551.381389342923	619.03	644.84
530.79	548.448074534162	627.66	654.61
531.06	554.689483491337	609.45	626.9
531.33	563.02501471069	604.58	624.19
531.6	565.561974501471	599.27	618.97
531.87	565.499313501144	598.63	616.25
532.14	568.508404707421	592.51	608.19
532.41	569.04876430206	587.35	600.48
532.69	559.133285387382	592.54	606.2
532.96	546.198411245505	594.92	608.25
533.23	536.621484145146	592.62	606.51
533.5	533.744880679961	584.32	598.43
533.77	538.365753514221	571.56	582.07
534.04	538.036554429552	569.69	577.46
534.31	533.2023798627	579.65	590.48
534.58	531.862360248448	568.71	573.82
534.86	526.809660019615	578.09	584.65
535.13	517.424730304021	581.21	587.7
535.4	507.407777051324	584.78	592.23
535.67	504.387247466493	586.91	596.34
535.94	512.398793723439	573.76	580.52
536.21	518.381712978098	574.8	582.67
536.48	521.222533507683	578.93	590.55
536.75	530.825501797973	578.85	593.4
537.02	542.557734553776	576.16	588.8
537.3	550.087858777378	579.16	589.83
537.57	558.621072245832	572.85	579.95
537.84	563.733174239948	562.77	564.97
538.11	558.814197450147	570.7	572.41
538.38	552.242049689441	565.09	565.2
538.65	546.193890160183	561.28	560.62
538.92	533.432402745996	566.38	567.71
539.19	519.850084995097	578.76	585.7
539.46	514.188996404054	577.06	581.97
539.73	513.16087283426	569.83	570.59
540	510.564583197124	561.8	561.49
540.27	503.451284733573	563.64	562.27
540.54	497.034174566852	565.66	566.35
540.82	491.109800588428	561.32	561.09
541.09	486.000169990193	564	565.31
541.36	487.34915658712	552.75	550.42
541.63	488.320424975482	552.71	551.03
541.9	488.958682576005	556.22	559.11
542.17	498.082582543315	560.36	562.26
542.44	512.535884275907	558.01	561.93
542.71	520.468672768879	563.34	567.8
542.98	522.163507682249	580.51	594.34
543.25	530.428316443282	588.21	606.35
543.52	544.196322327558	586.85	605.9
543.79	550.504632232756	586.35	608.64
544.06	550.583530565545	597.94	624.36
544.33	554.554851258582	596.44	623.31
544.6	564.426305982347	593.58	614.68
544.87	575.893308270677	592.72	610.47
545.14	583.072412553122	602.14	623.8
545.41	586.792576005231	608.02	633.16
545.68	589.356374632233	611.01	634.46
545.95	588.237678980059	606.92	631.21
546.22	581.107149395227	610.05	637.24
546.49	573.238666230795	624.85	656.11
546.76	570.134419745015	623.25	652.64
547.03	567.135531219353	632.52	663.38
547.3	565.320336711344	634.92	663.78
547.57	571.319199084668	627.48	651.66
547.84	579.799199084668	610.77	628.06
548.11	581.211493952272	610.38	622.46
548.38	580.707420725728	606.51	617.17
548.65	585.748849297156	594.28	599.41
548.92	586.436407322655	587.76	590.46
549.19	574.295576985944	592.68	598.49
549.46	559.532265446225	599.88	608.03
549.73	550.638731611638	597.62	605.65
550	542.619264465512	599.3	611.3
550.27	534.188322981367	595.86	612.04
550.54	530.209996730958	587.44	601.36
550.81	528.542193527297	581.71	594.83
551.08	523.20379535796	578.45	586.89
551.35	509.589928081072	575.14	582.98
551.62	491.043318077803	583.66	594.01
551.89	480.89230467473	588.73	599.66
552.16	483.644841451455	589.62	603.99
552.43	492.617986270023	591.31	608.46
552.7	506.181137626676	599.15	620.83
552.97	528.459990192874	598.17	619.02
553.24	551.652039882315	595.87	615.35
553.5	566.073167701863	604.16	627.28
553.77	569.831598561622	607.04	633
554.04	569.900500163452	624.9	658.59
554.31	580.202638117032	626.74	661.25
554.58	593.782242562929	629.89	663.64
554.85	603.367482837529	639.52	676.1
555.12	616.601075514874	639.18	672.28
555.39	629.288849297156	633.24	662.95
555.66	634.497084014384	635.59	663.43
555.93	638.860307289964	632.75	661.24
556.2	641.947960117686	625.39	650.55
556.47	632.374400130762	633.16	656.93
556.74	612.513746322328	636.55	663.83
557	592.392245831971	638.44	663.27
557.27	577.88109839817	632.72	653.31
557.54	569.689284079765	621.98	638.5
557.81	562.813275580255	616.25	628.1
558.08	558.355148741419	614.69	625
558.35	558.228528931023	600.32	603.83
558.62	553.380219025826	600.13	603.1
558.89	542.37811703171	604.43	609.53
559.16	531.891660673423	596.36	599.83
559.42	526.351101667212	589.69	590.12
559.69	528.073291925466	576.32	569.66
559.96	528.592840797647	573.37	565.84
560.23	520.849395227199	572.01	563.81
560.5	511.075129127166	578.6	574.67
560.77	506.441435109513	585.33	587.89
561.04	509.131896044459	594.77	599.12
561.31	520.463929388689	598.74	603.32
561.57	533.734331480877	599.5	602.25
561.84	544.692294867604	607.29	611.23
562.11	556.626593658058	595.36	597.24
562.38	564.87772474665	596.96	599.91
562.65	566.999780974175	600.25	609.59
562.92	569.188198757764	605.31	615.94
563.18	574.778963713632	602.73	614.21
563.45	580.800392285061	602.91	614.43
563.72	584.962232755803	604.67	616.45
563.99	588.926384439359	608.77	620.79
564.26	593.338542007192	605.97	617.12
564.53	592.295763321347	603.01	612.54
564.79	580.9968061458	613.63	625.9
565.06	565.714687806473	621.88	638.05
565.33	552.452105263158	625.4	641.92
565.6	538.329745014711	630.8	648.05
565.87	531.129712324289	638.22	658.27
566.14	538.020800915332	619.44	629.79
566.4	548.443216737496	616.86	621.73
566.67	559.749519450801	607.7	610.23
566.94	571.293765936581	605.07	605.39
567.21	578.16650539392	606.69	610.71
567.48	580.079153318078	607.87	610.94
567.74	578.194586466166	612.86	621.53
568.01	572.191271657405	612.72	617.46
568.28	566.126894409938	627.49	635.95
568.55	567.981673749592	621.36	629.36
568.82	573.894982020268	619.84	625.91
569.08	578.666855181432	611.77	615.94
569.35	581.509241582217	609.46	611.55
569.62	581.861036286369	608.66	612.97
569.89	577.695031055901	606.53	608.64
570.15	569.557374959137	610.76	614.07
570.42	562.553847662635	602.63	599.31
570.69	555.428244524355	601.79	597.06
570.96	548.894014383786	600.82	595.55
571.23	546.794658385093	599.74	595.93
571.49	547.30432167375	596.06	590.54
571.76	545.334995096437	594	588.69
572.03	539.308303367114	597.53	592.88
572.3	530.40017979732	604.45	602.86
572.56	524.540787839163	620.24	623.87
572.83	529.794527623407	621.79	621.05
573.1	540.912664269369	617.21	620.46
573.37	549.042206603465	617.89	620.7
573.63	559.634089571756	614.48	619.8
573.9	573.126694998366	597.91	596.47
574.17	578.725096436744	605.57	609
574.43	582.021186662308	615.19	621.3
574.7	589.68240928408	615.71	623.17
574.97	597.54298136646	618.84	629.05
575.24	599.080490356326	616.88	625.91
575.5	595.387133050017	637.73	656.46
575.77	593.005456031383	632.95	651.42
576.04	588.255701209546	650.73	675.13
576.3	585.352922523701	652.98	677.04
576.57	591.405998692383	652.91	681.13
576.84	601.028107224583	646.39	669.52
577.11	603.224834913371	642.32	664.6
577.37	596.560983981694	646.42	665.76
577.64	591.274318404708	642.94	663.3
577.91	594.446760379209	637.43	659.92
578.17	601.6331317424	621.96	641.04
578.44	605.837535142203	629.32	651.86
578.71	606.364004576659	623.41	640.34
578.97	599.255809087937	628.15	642.79
579.24	581.843308270677	632.87	647.05
579.51	566.408777378228	650.39	669.18
579.77	566.416564236679	637.54	651.7
580.04	571.471990846682	636.37	646.46
580.31	569.865982347173	638.56	644.2
580.57	563.212314481857	637.55	642.28
580.84	558.524671461262	640.67	647.89
581.11	561.495864661654	624.82	627.32
581.37	568.323357306309	621.99	622.1
581.64	574.904498202027	605.57	602.99
581.91	578.991376266754	604.77	603.36
582.17	580.966178489703	603.38	597.45
582.44	579.959486760379	606.69	602
582.71	574.845086629618	606.99	603.13
582.97	564.719087937235	605.18	603.35
583.24	551.24191238967	607.8	608.48
583.51	540.141811049363	617.14	611.74
583.77	538.204164759726	627.05	624
584.04	543.677106897679	618.86	612.65
584.31	543.025269695979	628.59	626.72
584.57	533.936358287022	636.13	638.95
584.84	535.883007518797	653.63	662.34
585.1	557.452052958483	639.89	643.94
585.37	577.309352729651	641.73	646.17
585.64	589.740261523374	652.82	666.4
585.9	605.070866296176	651.57	668.54
586.17	622.381833932658	653.32	667.58
586.43	639.295998692383	652.44	663.78
586.7	650.61911082053	658.43	670.7
586.97	650.584916639425	667.1	679.66
587.23	650.248476626349	684.36	703.39
587.5	657.306825760053	672.02	683.91
587.76	657.013157894737	678.34	694.86
588.03	643.605550833606	688.77	708.67
588.3	627.679391958157	709.16	733.16
588.56	620.371245505067	707.51	730.11
588.83	619.409996730958	697.75	717.47
589.09	618.796760379209	691.19	713.27
589.36	614.907724746649	683.56	702.72
589.63	602.869476953253	698.03	719.12
589.89	593.9721085322	700.04	723.69
590.16	601.627950310559	686.43	704.36
590.42	614.378653154626	659.3	669.26
590.69	612.030183066362	657.58	667.3
590.95	604.40627983001	664.96	675.02
591.22	606.268587773783	655.81	660.77
591.48	606.682667538412	655.89	655.91
591.75	601.248277214776	659.02	664.38
592.02	596.751853546911	655.71	656.26
592.28	593.211843739784	646.04	644.39
592.55	592.288744687807	638.39	638.79
592.81	588.343566525008	623.77	621.56
593.08	575.140294213796	629.47	629.79
593.34	561.848666230795	622.76	618.04
593.61	554.044756456359	618.14	613.71
593.87	548.557119973848	616	612.65
594.14	540.877221314155	623.85	624.38
594.4	533.65362863681	627.77	631.28
594.67	531.709967309579	631.5	636.79
594.93	538.913239620791	638.16	644.46
595.2	555.998731611638	623.46	625.95
595.46	572.899588100687	625.78	625.95
595.73	582.417211507029	621.13	620.91
596	584.104867603793	626.91	628.99
596.26	583.789405034325	636.57	642.7
596.53	590.304906832298	641.08	649.27
596.79	599.767911082053	636.77	645.02
597.06	608.389676364825	645.89	658
597.32	616.328731611638	638.18	648.62
597.58	618.750552468127	654.54	673.34
597.85	619.30486433475	665.73	689.25
598.11	619.863187316117	676.19	700.49
598.38	620.123004249755	690.15	713.79
598.64	623.888257600523	688.7	712.92
598.91	630.118715266427	687.48	713.81
599.17	633.77731938542	674.53	697.86
599.44	635.594821837202	679.02	701.69
599.7	639.409977116705	669.4	687.43
599.97	643.492265446225	679.53	696.85
600.23	644.957404380517	668.63	682.2
600.5	644.07722785224	684.46	705.26
600.76	648.053635174894	683.2	706.34
601.03	651.486168682576	682.47	706.97
601.29	642.945658711998	694.96	722.41
601.56	632.889300424976	700.43	729.61
601.82	635.956760379209	691.07	719.84
602.08	642.13581235698	676.93	701.26
602.35	640.151539718863	686.02	713.7
602.61	630.733677672442	676.41	704.07
602.88	619.758646616542	696.37	730.82
603.14	620.851863354038	682.63	717.48
603.41	630.467136319059	683.57	715.37
603.67	639.770117685518	674.11	704.05
603.93	648.80466819222	677.34	707.92
604.2	653.993354037267	676.85	703.82
604.46	651.894655116051	682.17	708.56
604.73	649.11017979732	682.79	704.25
604.99	645.990840143838	665.5	684.18
605.26	632.720712651193	670.93	692.1
605.52	617.964089571756	666.72	689.62
605.78	612.07712324289	658.37	678.06
606.05	608.551493952272	644.5	657.84
606.31	599.095975809088	651.98	666.04
606.58	587.585694671462	652.3	665.76
606.84	584.817848970252	648.48	661.87
607.1	588.326645962733	645.22	657.4
607.37	587.892494279176	653.17	667.07
607.63	584.618296829029	647.11	658.49
607.89	578.775142203335	642.39	650.66
608.16	574.65548218372	646.53	653.87
608.42	577.691824125532	630.04	627.47
608.69	578.825753514221	633.73	629.13
608.95	581.327590715921	635.81	633.06
609.21	585.773743053286	623.08	616.38
609.48	586.440101340307	628.76	628.51
609.74	589.945629290618	626.21	627.11
610	594.404344557045	626.98	631.39
610.27	592.290764955868	625.89	634.17
610.53	585.35305655443	634.61	643.84
610.79	580.886113108859	630.08	640.28
611.06	576.118198757764	630.81	640.89
611.32	570.306832298137	637.91	648.74
611.58	569.517371690095	624.61	632.91
611.85	571.093419418111	618.1	624.64
612.11	572.15677672442	613.37	616.52
612.37	571.461271657405	618.54	621.19
612.64	568.737574370709	615.05	617.39
612.9	566.071958156261	622.2	622.95
613.16	560.586211180124	622.9	621.76
613.43	554.236021575679	636.02	640.72
613.69	554.730725727362	630.66	635.51
613.95	562.69030075188	629.44	635.38
614.22	571.436593658059	615.26	613.87
614.48	570.05290617849	621.33	624.1
614.74	570.601500490357	635.09	641.66
615.01	583.76615887545	617.48	615.3
615.27	588.096266753841	620.73	621.73
615.53	578.212736188297	636.21	641.74
615.8	573.700438051651	656.28	670.85
616.06	581.971742399477	653.52	666.65
616.32	598.357593984963	663.17	676.2
616.58	616.018336057535	648.61	656.34
616.85	624.390127492645	665.01	679.79
617.11	625.51429225237	672.44	690.65
617.37	626.384001307617	679.89	702.13
617.64	627.275380843413	684.64	712.93
617.9	630.423831317424	686.83	718.16
618.16	640.341268388363	689.34	721.12
618.42	650.736485779667	678.3	706.25
618.69	658.11096436744	688.73	720.15
618.95	667.660205949657	669.12	693.61
619.21	669.677322654463	675.21	702.24
619.47	658.391539718863	679.55	710.48
619.74	643.487979731939	693.36	731.95
620	638.691487414188	689.83	724.7
620.26	636.571229159856	676.87	707.81
620.52	622.426698267408	685.92	719.16
620.79	608.34397515528	681.76	711.41
621.05	607.274573389997	663.95	685.69
621.31	607.871425302387	646.18	658.51
621.57	597.172353710363	657.43	676.8
621.84	585.259202353711	668.38	692.61
622.1	583.257989539065	674.43	698.48
622.36	587.188649885584	660.89	678.23
622.62	590.14742399477	663.36	680.15
622.88	592.32670153645	666.59	679.02
623.15	601.502075841779	673.47	685.11
623.41	620.124328211834	659.24	664
623.67	633.358143184047	649.23	651.12
623.93	633.16387054593	654.29	659.69
624.19	622.514707420726	651.9	653.19
624.46	607.233121935273	678.46	691.43
624.72	603.842582543315	680.09	692.71
624.98	616.48615887545	683.05	691.81
625.24	634.69749918274	668.22	670.99
625.5	644.291588754495	667.29	669.19
625.77	642.721255312194	677.94	679.64
626.03	640.426286368094	669.85	671.71
626.29	632.024684537431	662.66	662.81
626.55	612.362517162472	671.16	676.09
626.81	596.505831971233	675.65	680.5
627.08	597.071788166068	661.57	659.22
627.34	602.994030728997	643.68	637.64
627.6	599.748133376921	648.63	646.4
627.86	593.289065053939	647.1	645.61
628.12	586.944393592677	641.05	635.69
628.38	583.368685845048	644.69	643.7
628.65	583.888571428572	631.45	625.96
628.91	575.752360248447	643.51	646.52
629.17	561.589218698921	646.9	646.9
629.43	550.858064727035	646.37	646.19
629.69	547.441091860085	638.97	640.89
629.95	556.664759725401	628.85	624.07
630.21	567.600859758091	620.13	608.92
630.48	569.724416475973	631.46	625.66
630.74	572.466508662962	633.33	627.71
631	580.270699575025	630.4	623.95
631.26	584.576982674077	623.71	618.2
631.52	578.518182412553	633.83	629.55
631.78	569.417463223276	642.85	640.21
632.04	567.087933965348	640.22	632.74
632.3	568.998904870873	643.21	641.04
632.56	570.400183066362	638.94	634.6
632.83	571.184511278196	646.77	642.55
633.09	572.399342922524	640.68	634.49
633.35	570.469016018307	646.5	642.66
633.61	568.147969924812	647.23	648.68
633.87	573.091052631579	651.42	645.96
634.13	579.550823798627	651.23	639.88
634.39	582.842526969598	664.41	655.98
634.65	588.233220006538	665.73	659.06
634.91	593.87849297156	666.62	661.08
635.17	599.375648904871	672.37	667.62
635.44	609.527110166721	673.99	670.18
635.7	625.286842105263	666.71	661.82
635.96	640.191457992808	651.56	643.28
636.22	644.11975809088	660.63	653.74
636.48	640.759457339	669.37	667.68
636.74	638.054825106244	669.96	662.92
637	637.872896371363	669.57	661.83
637.26	640.012079110821	664.53	655.57
637.52	638.105008172606	654.95	643.54
637.78	630.611886237333	663.52	654.09
638.04	624.533752860412	660.63	649.8
638.3	616.894053612292	659.12	645.9
638.56	604.386632886564	662.78	653.42
638.82	594.080686498856	664.81	655.61
639.08	587.740761686826	656.2	640.87
639.34	577.373455377575	656.69	649.41
639.6	569.747819548873	668.56	669.25
639.86	574.771735861393	647.46	640.86
640.12	578.673638443936	650.17	644.34
640.38	579.880934946061	653.3	647.54
640.64	582.281677018634	642.21	629.14
640.9	580.201212814646	651.77	641.66
641.16	579.651408957176	657.56	651.37
641.42	584.595694671462	655.67	650.88
641.69	592.145717554757	645.16	636.24
641.95	596.792324288984	636.55	626.15
642.21	595.839581562602	639.33	632.59
642.47	592.604684537431	637.12	634.6
642.73	586.560912062766	641.8	637.32
642.99	581.64355344884	642.49	637.65
643.24	579.253631905852	634.5	625.09
643.5	573.51746976136	641.3	635.63
643.76	567.468819875777	638.27	633.23
644.02	562.483543641713	637.84	628.96
644.28	556.809169663289	635.97	627.76
644.54	555.036760379209	636.26	627.88
644.8	559.100565544296	621.05	611.78
645.06	559.467489375613	619.33	610.14
645.32	554.232124877411	638.37	637.13
645.58	555.212069303694	641.97	642.3
645.84	561.931928734881	644.8	647.37
646.1	573.201981039556	645.9	651.63
646.36	592.296525008173	639.18	647.79
646.62	609.977721477607	640.42	647.31
646.88	620.040781301079	647.66	653.3
647.14	623.942844066689	648.62	656.59
647.4	622.582690421707	659.82	672.43
647.66	622.934259561949	668.86	685.36
647.92	629.511663942465	674.51	689.62
648.18	637.831147433802	674.13	695.5
648.44	643.738224910102	674.41	696.67
648.7	645.470591696633	673.44	697.71
648.96	643.822422360249	677.05	702.02
649.21	641.234230140569	677.42	703.49
649.47	637.084557044786	677.57	704.3
649.73	628.107450147107	688.71	717.3
649.99	615.555916966329	701.9	735.8
650.25	606.799836547892	708.73	743.27
650.51	605.280477280157	704.41	738.04
650.77	609.939875776398	705.28	736.82
651.03	621.046404053613	702.1	730.82
651.29	634.956162144492	699.03	727.29
651.55	646.322657731285	694.69	721.96
651.8	651.087159202354	694.98	714.35
652.06	648.041647597254	704.73	723.3
652.32	641.981977770513	704.75	730.01
652.58	637.994723765937	711.35	738.87
652.84	642.830447858778	708.33	732.62
653.1	657.596920562275	693.7	713.71
653.36	666.14414187643	685.34	702.18
653.62	656.130398823145	691.49	706.18
653.88	639.684243216738	712.22	730.44
654.13	632.732664269369	717.05	733.53
654.39	629.749911735862	717.31	732.15
654.65	621.671513566525	723.21	743.66
654.91	616.776034651847	726.58	743.54
655.17	619.756940176529	717.51	730.95
655.43	623.134550506702	714.7	721.74
655.69	626.939398496241	713.6	721.93
655.94	635.669205622753	707.11	710.22
656.2	647.694501471069	695.64	697.52
656.46	653.201663942465	687.64	687.84
656.72	648.278519123897	698.48	705.79
656.98	643.727142857143	701.22	708.43
657.24	643.425096436745	696.62	702.65
657.49	641.945966001962	692.03	697.59
657.75	638.543004249755	696.52	697.95
658.01	637.637165740438	692.6	692.6
658.27	634.2928604119	685.62	680.93
658.53	617.628202026806	695.47	694.04
658.78	597.147142857143	710.02	708.52
659.04	589.332406015038	702.45	709.16
659.3	592.322507355345	695.72	697.62
659.56	596.081644328212	689.08	694.27
659.82	598.903602484472	689.76	690.72
660.07	602.610849950965	684.98	680.79
660.33	604.390052304675	684.63	684.64
660.59	605.785223929389	687.54	690.77
660.85	610.441592023537	685.38	688.58
661.11	611.53273945734	691.88	695.47
661.36	610.416822491011	709.88	720.28
661.62	616.240846681923	715.99	726.05
661.88	627.27072245832	724.67	738.33
662.14	638.844236678653	727.82	738.3
662.39	647.105308924485	736.72	751.16
662.65	656.089320039229	740.13	760.04
662.91	666.9178914678	733.34	753.65
663.17	674.782500817261	739.8	759.89
663.43	678.598486433475	742.11	760.99
663.68	679.757361882969	759.21	782.34
663.94	681.663733246159	750.89	773.95
664.2	683.896734226872	767.83	794.66
664.46	692.117705132397	767.34	790.29
664.71	705.126100032691	757.65	777.59
664.97	709.917888198758	753.91	772.3
665.23	704.496080418437	757.05	776.89
665.48	694.420529584832	762.82	783.73
665.74	686.787231121282	765.78	785.41
666	679.286302713305	756.96	773.09
666.26	666.853716900948	760.96	777.96
666.51	651.593148087611	753.2	766.51
666.77	638.908349133704	767.12	785.01
667.03	637.133540372671	768.76	789.51
667.29	642.742902909448	759.94	774.48
667.54	653.316521739131	757.85	769.83
667.8	665.925207584178	735.3	738.19
668.06	664.385534488395	739.52	743.04
668.31	647.610568813338	741.51	748.62
668.57	634.427682249101	757.7	775.52
668.83	634.595429879046	748.8	765.74
669.08	637.745017979732	751.36	768.1
669.34	637.801072245832	754.27	773.97
669.6	645.077371690095	762.66	786.94
669.85	661.563510951292	761.52	784.29
670.11	674.704847989539	772.61	799.73
670.37	684.376250408631	783.32	815.28
670.62	696.142236024845	785.87	818.79
670.88	709.878607388035	783.24	816.4
671.14	721.168728342596	779.5	808.98
671.39	722.404079764629	785.88	817.71
671.65	717.053883622099	790.69	827.46
671.91	721.453429225237	796.32	835.49
672.16	740.288901601831	766.82	797.05
672.42	755.139215429879	768.26	797.91
672.68	756.239457339	762.79	790.74
672.93	744.836453089245	771.48	807.4
673.19	724.750166721151	779.38	816.8
673.45	701.642458319713	779.94	816.61
673.7	682.698375286042	785.25	820.42
673.96	673.687577639752	779.05	806.18
674.22	665.7731317424	775.7	801.49
674.47	650.192654462243	770.48	793.92
674.73	639.511104936254	767.99	788.2
674.98	643.599401765283	744.12	757.93
675.24	649.641386073881	747.89	765.33
675.5	651.74638443936	738.76	754.25
675.75	653.157034978751	743.58	757.2
676.01	658.627973193855	744.33	753.41
676.26	665.825956194835	733.46	738
676.52	664.19746976136	731.28	738.02
676.78	658.608427590716	732.08	738.08
677.03	656.235612945407	729.06	729.87
677.29	656.718358940831	732.68	735.81
677.54	658.130264792416	731.23	731.86
677.8	654.585178162799	737.73	741.63
678.06	649.064037267081	743.7	749.35
678.31	644.166940176529	737.5	738.38
678.57	636.397365152011	750.12	758.33
678.82	634.142180451128	746.5	751.29
679.08	642.924962406015	733.59	735.06
679.33	649.939408303367	714.81	709.68
679.59	637.34377901275	718.56	713.34
679.85	620.249365805819	732.24	731.22
680.1	620.228747956849	725.26	720.43
680.36	623.116443282119	721.88	711.08
680.61	617.814733573063	721.55	706.63
680.87	608.207685518143	724.44	708.71
681.12	601.092909447532	727.19	715.87
681.38	598.481418764302	728.1	724.28
681.63	595.503733246159	741.42	742.91
681.89	596.075534488395	749.55	754.56
682.14	605.80804184374	743.71	749.19
682.4	617.958950637464	736.59	740.28
682.66	623.076645962733	739.31	745.13
682.91	628.15838836221	757.67	770.15
683.17	643.752703497876	758.3	765.89
683.42	662.337809741746	763.04	771.11
683.68	682.42908139915	771.53	780.88
683.93	703.876462896372	761.26	765.18
684.19	717.73134030729	778.65	786.42
684.44	724.548617195162	780.95	789.47
684.7	726.004210526316	795.36	809.84
684.95	729.637185354691	794.76	809.35
685.21	733.48233409611	781.97	792.95
685.46	724.663389996731	794.95	814.08
685.72	710.373020594966	801.02	825.56
685.97	699.735959463877	803.89	830.95
686.23	696.79876430206	801.54	824.12
686.48	696.507391304348	781.82	795.62
686.74	688.843707093822	788.77	803.8
686.99	675.143066361556	784.65	796.92
687.24	659.401229159856	802.05	823.52
687.5	647.023978424322	811.81	835.74
687.75	641.805701209546	817.32	845.88
688.01	651.786868257601	816.3	839.92
688.26	668.313249427918	792.29	805.7
688.52	673.945910428245	799.65	821.8
688.77	677.168806799608	790.36	811.1
689.03	685.151634521086	797.24	817.04
689.28	697.678414514547	789.38	805.39
689.54	709.981088591043	778.8	791.06
689.79	714.015583524028	776.58	788.6
690.04	710.025717554757	775.72	788.8
690.3	697.834632232756	776.84	792.39
690.55	684.0510232102	787.07	807.07
690.81	680.392968290291	787.49	802
691.06	684.902886564237	787.03	800.05
691.32	686.558012422361	779.84	790.59
691.57	674.839323308271	782.13	795.31
691.82	655.055331807781	794.22	808.06
692.08	640.933984962406	791.16	802.21
692.33	637.521650866297	787.92	796.62
692.59	642.920738803531	769.71	766.49
692.84	645.82002942138	771.28	766.9
693.09	641.653242889834	768.19	764.97
693.35	635.104452435437	781.54	785.91
693.6	637.495008172606	787.87	796.24
693.86	649.409918273946	776.53	777.48
694.11	660.998761033018	782.42	784.04
694.36	671.152056227526	769.27	768.08
694.62	674.828682576005	776.19	776.09
694.87	672.293412880026	774.02	774.84
695.12	666.03176201373	772.63	770.84
695.38	648.377754168029	777.5	776.44
695.63	632.258466819222	806.33	814.13
695.89	641.736884602812	799	803.78
696.14	662.101333769206	783.45	791.52
696.39	672.588630271331	792.04	801.01
696.65	674.281140895718	792.23	799.96
